～	1.529772453228238
ｐ１２ｐ１６	2.404833716619938
ｄｕｐ	2.404833716619938
ＸＹ	2.404833716619938
Ｖ	2.404833716619938
Ｕ	2.404833716619938
Ｔ	2.404833716619938
Ｓ	2.0068937079479006
Ｒ	2.404833716619938
Ｐ	2.404833716619938
Ｍ	2.404833716619938
Ｊ	2.2287424575642567
Ｈ	2.404833716619938
？	0.36147143859880854
＞	2.404833716619938
；	0.5691431451275124
：	0.11591411095821152
９０	2.404833716619938
９月	2.404833716619938
８０	2.404833716619938
７５	2.404833716619938
７月	2.404833716619938
６５０	2.404833716619938
５	2.2287424575642567
４６	2.404833716619938
４００	2.404833716619938
４分	2.404833716619938
４	2.404833716619938
３．２５	2.404833716619938
３日	2.404833716619938
３	2.404833716619938
２０１３年	2.404833716619938
２００	2.2287424575642567
２０	2.404833716619938
１９９７年	2.404833716619938
１４日	2.404833716619938
１２日	2.2287424575642567
１１月	2.103803720955957
１１日	2.404833716619938
１００	2.404833716619938
１．２万	2.404833716619938
１．２	2.404833716619938
０２秒	2.404833716619938
０．５	2.404833716619938
０	2.404833716619938
－	1.8607656722696624
，	0.011258513350350512
）	0.29256394820266746
（	0.2842597854140882
＆	2.404833716619938
％	2.0068937079479006
＃	2.404833716619938
！	0.5444957100489444
龚海燕	2.404833716619938
龚文祥	2.404833716619938
龚宇	2.404833716619938
龙头	1.7516212028445943
龙华	2.404833716619938
龙	1.8607656722696624
龋	2.404833716619938
龅	2.404833716619938
龀	2.404833716619938
齿轮	2.2287424575642567
齐齐	2.404833716619938
齐晓斋	2.404833716619938
齐家	2.404833716619938
齐天	2.404833716619938
齐全	2.0068937079479006
齐	1.9277124619002757
鼻子	2.404833716619938
鼠标	1.7058637122839193
鼓足	1.7516212028445943
鼓励	1.4754147909056452
鼓	2.404833716619938
鼎辉	2.2287424575642567
鼎力	2.404833716619938
黯然神伤	2.2287424575642567
黯然	2.404833716619938
黯淡	2.404833716619938
黝	2.404833716619938
黛	2.404833716619938
默默无闻	2.2287424575642567
默默地	2.404833716619938
默默	2.404833716619938
默认	1.8607656722696624
默契	2.404833716619938
黑龙江省	2.404833716619938
黑龙江	2.404833716619938
黑马	2.404833716619938
黑裙	2.404833716619938
黑莓	1.7058637122839193
黑色金属	2.2287424575642567
黑色版	2.404833716619938
黑色星期五	2.404833716619938
黑色	1.2908903643131013
黑社会	2.103803720955957
黑白配	1.8607656722696624
黑白	1.8027737252919755
黑瓶	2.404833716619938
黑暗	2.2287424575642567
黑手	2.404833716619938
黑客	2.103803720955957
黑天	2.404833716619938
黑	1.7516212028445943
黏性	2.2287424575642567
黄集伟	2.404833716619938
黄金期	2.404833716619938
黄金周	2.0068937079479006
黄金	2.0068937079479006
黄遥	2.404833716619938
黄远	2.103803720955957
黄花	2.404833716619938
黄色	2.2287424575642567
黄舍里	2.404833716619938
黄春晖	2.2287424575642567
黄凯	2.2287424575642567
黄	1.9277124619002757
麻省	2.404833716619938
麻烦	1.5597356766056811
麻木不仁	2.404833716619938
麦金塔	2.404833716619938
麦迪逊	2.2287424575642567
麦肯锡	2.404833716619938
麦考林	1.9277124619002757
麦格	2.404833716619938
麦德龙	2.404833716619938
麦克风	1.9277124619002757
麦	2.103803720955957
麟	2.404833716619938
麓	2.404833716619938
麒	2.404833716619938
鹿死谁手	2.404833716619938
鹦鹉螺	2.404833716619938
鹜	2.404833716619938
鹏博士	2.404833716619938
鹅卵石	2.404833716619938
鹄	2.404833716619938
鸿海	1.9277124619002757
鸹	2.404833716619938
鸸	2.404833716619938
鸷	2.404833716619938
鸭子	2.404833716619938
鸡蛋	2.2287424575642567
鸡肋	2.404833716619938
鸡	2.2287424575642567
鸟	2.2287424575642567
鳎	2.2287424575642567
鳌	2.404833716619938
鲜鱼	2.404833716619938
鲜艳	2.0068937079479006
鲜活	2.103803720955957
鲜明	2.0068937079479006
鲜	1.8607656722696624
鲍鱼	2.404833716619938
鲍尔默	1.9277124619002757
鲁滨逊	2.404833716619938
鲁汶	2.404833716619938
鲁振旺	1.9277124619002757
鲁伊兹	2.404833716619938
鱿	2.404833716619938
鱼龙混杂	2.103803720955957
鱼肉	2.404833716619938
鱼眼	2.2287424575642567
魔法师	2.404833716619938
魔法	2.404833716619938
魔术	2.404833716619938
魔方	2.404833716619938
魔幻	2.404833716619938
魔声	2.103803720955957
魔咒	2.404833716619938
魔力	2.404833716619938
魔兽	2.404833716619938
魏蔚	2.2287424575642567
魏文麒	2.404833716619938
魏国	2.404833716619938
魏	2.2287424575642567
魇	2.404833716619938
